Date,WTI Expiration Calendar,WTI F_1,WTI F_2,WTI_F4,"Event (1= roll, 2=expiration, 0=regular day)",Dates in between roll and expiry,Transaction Costs,dF(t)=F(t)-F(t-1),Spot Equity Line, Rolling Futures ,Futures Equity Line
2/24/21,, $63.22 , $63.00 ,61.93,0,0, $-   , $1.55 , $63.22 , $1.55 , $2.73 
2/25/21,, $63.53 , $63.22 ,62.07,0,0, $-   , $0.31 , $63.53 , $0.31 , $3.04 
2/26/21,, $61.50 , $61.23 ,60.12,0,0, $-   , $(2.03), $61.50 , $(2.03), $1.01 
3/1/21,, $60.64 , $60.42 ,59.38,0,0, $-   , $(0.86), $60.64 , $(0.86), $0.15 
3/2/21,, $59.75 , $59.57 ,58.65,0,0, $-   , $(0.89), $59.75 , $(0.89), $(0.74)
3/3/21,, $61.28 , $61.10 ,60.15,0,0, $-   , $1.53 , $61.28 , $1.53 , $0.79 
3/4/21,, $63.83 , $63.62 ,62.52,0,0, $-   , $2.55 , $63.83 , $2.55 , $3.34 
3/5/21,, $66.09 , $65.92 ,64.81,0,0, $-   , $2.26 , $66.09 , $2.26 , $5.60 
3/8/21,, $65.05 , $64.93 ,63.94,0,0, $-   , $(1.04), $65.05 , $(1.04), $4.56 
3/9/21,, $64.01 , $63.99 ,63.2,0,0, $-   , $(1.04), $64.01 , $(1.04), $3.52 
3/10/21,, $64.44 , $64.42 ,63.58,0,0, $-   , $0.43 , $64.44 , $0.43 , $3.95 
3/11/21,, $66.02 , $66.00 ,65.11,0,0, $-   , $1.58 , $66.02 , $1.58 , $5.53 
3/12/21,, $65.61 , $65.64 ,64.84,0,0, $-   , $(0.41), $65.61 , $(0.41), $5.12 
3/15/21,, $65.39 , $65.44 ,64.71,1,1, $0.02 , $(0.22), $65.39 , $(0.22), $4.88 
3/16/21,, $64.80 , $64.86 ,64.25,0,2, $-   , $(0.59), $64.80 , $(0.58), $4.30 
3/17/21,, $64.60 , $64.63 ,64.05,0,3, $-   , $(0.20), $64.60 , $(0.23), $4.07 
3/18/21,, $60.00 , $60.06 ,59.66,0,4, $-   , $(4.60), $60.00 , $(4.57), $(0.50)
3/19/21,, $61.42 , $61.44 ,61.01,0,5, $-   , $1.42 , $61.42 , $1.38 , $0.88 
3/22/21,, $61.55 , $61.56 ,61.23,2,0, $-   , $0.13 , $61.55 , $0.12 , $1.00 
3/23/21,, $57.76 , $57.78 ,57.38,0,0, $-   , $(3.79), $57.76 , $(3.80), $(2.80)
3/24/21,, $61.18 , $61.16 ,60.6,0,0, $-   , $3.42 , $61.18 , $3.42 , $0.62 
3/25/21,, $58.56 , $58.57 ,58.07,0,0, $-   , $(2.62), $58.56 , $(2.62), $(2.00)
3/26/21,, $60.97 , $60.96 ,60.4,0,0, $-   , $2.41 , $60.97 , $2.41 , $0.41 
3/29/21,, $61.56 , $61.53 ,60.87,0,0, $-   , $0.59 , $61.56 , $0.59 , $1.00 
3/30/21,, $60.55 , $60.56 ,59.94,0,0, $-   , $(1.01), $60.55 , $(1.01), $(0.01)
3/31/21,, $59.16 , $59.18 ,58.69,0,0, $-   , $(1.39), $59.16 , $(1.39), $(1.40)
4/1/21,, $61.45 , $61.48 ,61.04,0,0, $-   , $2.29 , $61.45 , $2.29 , $0.89 
4/5/21,, $58.65 , $58.68 ,58.39,0,0, $-   , $(2.80), $58.65 , $(2.80), $(1.91)
4/6/21,, $59.33 , $59.37 ,59.13,0,0, $-   , $0.68 , $59.33 , $0.68 , $(1.23)
4/7/21,, $59.77 , $59.81 ,59.5,0,0, $-   , $0.44 , $59.77 , $0.44 , $(0.79)
4/8/21,, $59.60 , $59.63 ,59.25,0,0, $-   , $(0.17), $59.60 , $(0.17), $(0.96)
4/9/21,, $59.32 , $59.35 ,59.04,0,0, $-   , $(0.28), $59.32 , $(0.28), $(1.24)
4/12/21,, $59.70 , $59.75 ,59.48,0,0, $-   , $0.38 , $59.70 , $0.38 , $(0.86)
4/13/21,, $60.18 , $60.24 ,60,1,1, $0.02 , $0.48 , $60.18 , $0.48 , $(0.40)
4/14/21,, $63.15 , $63.22 ,62.85,0,2, $-   , $2.97 , $63.15 , $2.98 , $2.58 
4/15/21,, $63.46 , $63.51 ,63.11,0,3, $-   , $0.31 , $63.46 , $0.29 , $2.87 
4/16/21,, $63.13 , $63.19 ,62.81,0,4, $-   , $(0.33), $63.13 , $(0.32), $2.55 
4/19/21,, $63.38 , $63.43 ,63,0,5, $-   , $0.25 , $63.38 , $0.24 , $2.79 
4/20/21,, $62.44 , $62.67 ,62.31,2,0, $-   , $(0.94), $62.44 , $(0.76), $2.03 
4/21/21,, $61.35 , $61.27 ,60.63,0,0, $-   , $(1.09), $61.35 , $(1.32), $0.71 
4/22/21,, $61.43 , $61.34 ,60.7,0,0, $-   , $0.08 , $61.43 , $0.08 , $0.79 
4/23/21,, $62.14 , $62.02 ,61.34,0,0, $-   , $0.71 , $62.14 , $0.71 , $1.50 
4/26/21,, $61.91 , $61.80 ,61.14,0,0, $-   , $(0.23), $61.91 , $(0.23), $1.27 
4/27/21,, $62.94 , $62.80 ,62.06,0,0, $-   , $1.03 , $62.94 , $1.03 , $2.30 
4/28/21,, $63.86 , $63.75 ,63,0,0, $-   , $0.92 , $63.86 , $0.92 , $3.22 
4/29/21,, $65.01 , $64.88 ,64.02,0,0, $-   , $1.15 , $65.01 , $1.15 , $4.37 
4/30/21,, $63.58 , $63.48 ,62.65,0,0, $-   , $(1.43), $63.58 , $(1.43), $2.94 
5/3/21,, $64.49 , $64.41 ,63.62,0,0, $-   , $0.91 , $64.49 , $0.91 , $3.85 
5/4/21,, $65.69 , $65.61 ,64.87,0,0, $-   , $1.20 , $65.69 , $1.20 , $5.05 
5/5/21,, $65.63 , $65.59 ,64.91,0,0, $-   , $(0.06), $65.63 , $(0.06), $4.99 
5/6/21,, $64.71 , $64.67 ,64.11,0,0, $-   , $(0.92), $64.71 , $(0.92), $4.07 
5/7/21,, $64.90 , $64.88 ,64.38,0,0, $-   , $0.19 , $64.90 , $0.19 , $4.26 
5/10/21,, $64.92 , $64.93 ,64.48,0,0, $-   , $0.02 , $64.92 , $0.02 , $4.28 
5/11/21,, $65.28 , $65.30 ,64.86,0,0, $-   , $0.36 , $65.28 , $0.36 , $4.64 
5/12/21,, $66.08 , $66.10 ,65.65,0,0, $-   , $0.80 , $66.08 , $0.80 , $5.44 
5/13/21,, $63.82 , $63.84 ,63.4,1,1, $0.02 , $(2.26), $63.82 , $(2.26), $3.16 
5/14/21,, $65.37 , $65.36 ,64.8,0,2, $-   , $1.55 , $65.37 , $1.52 , $4.68 
5/17/21,, $66.27 , $66.28 ,65.68,0,3, $-   , $0.90 , $66.27 , $0.92 , $5.60 
5/18/21,, $65.49 , $65.50 ,64.97,0,4, $-   , $(0.78), $65.49 , $(0.78), $4.82 
5/19/21,, $63.36 , $63.35 ,62.84,0,5, $-   , $(2.13), $63.36 , $(2.15), $2.67 
5/20/21,, $62.05 , $61.94 ,61.49,2,0, $-   , $(1.31), $62.05 , $(1.41), $1.26 
5/21/21,, $63.58 , $63.36 ,62.54,0,0, $-   , $1.53 , $63.58 , $1.64 , $2.90 
5/24/21,, $66.05 , $65.78 ,64.79,0,0, $-   , $2.47 , $66.05 , $2.47 , $5.37 
5/25/21,, $66.07 , $65.79 ,64.78,0,0, $-   , $0.02 , $66.07 , $0.02 , $5.39 
5/26/21,, $66.21 , $65.96 ,64.98,0,0, $-   , $0.14 , $66.21 , $0.14 , $5.53 
5/27/21,, $66.85 , $66.60 ,65.56,0,0, $-   , $0.64 , $66.85 , $0.64 , $6.17 
5/28/21,, $66.32 , $66.10 ,65.02,0,0, $-   , $(0.53), $66.32 , $(0.53), $5.64 
6/1/21,, $67.72 , $67.52 ,66.47,0,0, $-   , $1.40 , $67.72 , $1.40 , $7.04 
6/2/21,, $68.83 , $68.63 ,67.55,0,0, $-   , $1.11 , $68.83 , $1.11 , $8.15 
6/3/21,, $68.81 , $68.60 ,67.53,0,0, $-   , $(0.02), $68.81 , $(0.02), $8.13 
6/4/21,, $69.62 , $69.39 ,68.23,0,0, $-   , $0.81 , $69.62 , $0.81 , $8.94 
6/7/21,, $69.23 , $69.04 ,67.97,0,0, $-   , $(0.39), $69.23 , $(0.39), $8.55 
6/8/21,, $70.05 , $69.87 ,68.75,0,0, $-   , $0.82 , $70.05 , $0.82 , $9.37 
6/9/21,, $69.96 , $69.79 ,68.68,0,0, $-   , $(0.09), $69.96 , $(0.09), $9.28 
6/10/21,, $70.29 , $70.09 ,68.89,0,0, $-   , $0.33 , $70.29 , $0.33 , $9.61 
6/11/21,, $70.91 , $70.60 ,69.16,0,0, $-   , $0.62 , $70.91 , $0.62 , $10.23 
6/14/21,, $70.88 , $70.63 ,69.29,0,0, $-   , $(0.03), $70.88 , $(0.03), $10.20 
6/15/21,, $72.12 , $71.86 ,70.32,1,1, $0.02 , $1.24 , $72.12 , $1.24 , $11.42 
6/16/21,, $72.15 , $71.95 ,70.47,0,2, $-   , $0.03 , $72.15 , $0.09 , $11.51 
6/17/21,, $71.04 , $70.78 ,69.18,0,3, $-   , $(1.11), $71.04 , $(1.17), $10.34 
6/18/21,, $71.64 , $71.29 ,69.56,0,4, $-   , $0.60 , $71.64 , $0.51 , $10.85 
6/21/21,, $73.66 , $73.12 ,70.97,0,5, $-   , $2.02 , $73.66 , $1.83 , $12.68 
6/22/21,, $73.06 , $72.85 ,71.06,2,0, $-   , $(0.60), $73.06 , $(0.27), $12.41 
6/23/21,, $73.08 , $72.36 ,70.6,0,0, $-   , $0.02 , $73.08 , $0.23 , $12.64 
6/24/21,, $73.30 , $72.63 ,70.96,0,0, $-   , $0.22 , $73.30 , $0.22 , $12.86 
6/25/21,, $74.05 , $73.33 ,71.52,0,0, $-   , $0.75 , $74.05 , $0.75 , $13.61 
6/28/21,, $72.91 , $72.20 ,70.51,0,0, $-   , $(1.14), $72.91 , $(1.14), $12.47 
6/29/21,, $72.98 , $72.31 ,70.62,0,0, $-   , $0.07 , $72.98 , $0.07 , $12.54 
6/30/21,, $73.47 , $72.77 ,70.89,0,0, $-   , $0.49 , $73.47 , $0.49 , $13.03 
7/1/21,, $75.23 , $74.33 ,72.05,0,0, $-   , $1.76 , $75.23 , $1.76 , $14.79 
7/2/21,, $75.16 , $74.36 ,72.27,0,0, $-   , $(0.07), $75.16 , $(0.07), $14.72 
7/6/21,, $73.37 , $72.58 ,70.43,0,0, $-   , $(1.79), $73.37 , $(1.79), $12.93 
7/7/21,, $72.20 , $71.50 ,69.45,0,0, $-   , $(1.17), $72.20 , $(1.17), $11.76 
7/8/21,, $72.94 , $72.22 ,70.19,0,0, $-   , $0.74 , $72.94 , $0.74 , $12.50 
7/9/21,, $74.56 , $73.81 ,71.64,0,0, $-   , $1.62 , $74.56 , $1.62 , $14.12 
7/12/21,, $74.10 , $73.44 ,71.39,0,0, $-   , $(0.46), $74.10 , $(0.46), $13.66 
7/13/21,, $75.25 , $74.69 ,72.74,1,1, $0.02 , $1.15 , $75.25 , $1.15 , $14.79 
7/14/21,, $73.13 , $72.64 ,70.96,0,2, $-   , $(2.12), $73.13 , $(2.05), $12.74 
7/15/21,, $71.65 , $71.38 ,69.86,0,3, $-   , $(1.48), $71.65 , $(1.26), $11.48 
7/16/21,, $71.81 , $71.56 ,70.07,0,4, $-   , $0.16 , $71.81 , $0.18 , $11.66 
7/19/21,, $66.42 , $66.35 ,65.12,0,5, $-   , $(5.39), $66.42 , $(5.21), $6.45 
7/20/21,, $67.42 , $67.20 ,65.95,2,0, $-   , $1.00 , $67.42 , $0.85 , $7.30 
7/21/21,, $70.30 , $69.57 ,68.05,0,0, $-   , $2.88 , $70.30 , $3.10 , $10.40 
7/22/21,, $71.91 , $71.14 ,69.4,0,0, $-   , $1.61 , $71.91 , $1.61 , $12.01 
7/23/21,, $72.07 , $71.38 ,69.66,0,0, $-   , $0.16 , $72.07 , $0.16 , $12.17 
7/26/21,, $71.91 , $71.34 ,69.74,0,0, $-   , $(0.16), $71.91 , $(0.16), $12.01 
7/27/21,, $71.65 , $71.14 ,69.6,0,0, $-   , $(0.26), $71.65 , $(0.26), $11.75 
7/28/21,, $72.39 , $71.79 ,70.17,0,0, $-   , $0.74 , $72.39 , $0.74 , $12.49 
7/29/21,, $73.62 , $72.98 ,71.38,0,0, $-   , $1.23 , $73.62 , $1.23 , $13.72 
7/30/21,, $73.95 , $73.23 ,71.57,0,0, $-   , $0.33 , $73.95 , $0.33 , $14.05 
8/2/21,, $71.26 , $70.61 ,69.15,0,0, $-   , $(2.69), $71.26 , $(2.69), $11.36 
8/3/21,, $70.56 , $70.03 ,68.79,0,0, $-   , $(0.70), $70.56 , $(0.70), $10.66 
8/4/21,, $68.15 , $67.79 ,66.84,0,0, $-   , $(2.41), $68.15 , $(2.41), $8.25 
8/5/21,, $69.09 , $68.74 ,67.84,0,0, $-   , $0.94 , $69.09 , $0.94 , $9.19 
8/6/21,, $68.28 , $68.10 ,67.37,0,0, $-   , $(0.81), $68.28 , $(0.81), $8.38 
8/9/21,, $66.48 , $66.30 ,65.62,0,0, $-   , $(1.80), $66.48 , $(1.80), $6.58 
8/10/21,, $68.29 , $68.06 ,67.24,0,0, $-   , $1.81 , $68.29 , $1.81 , $8.39 
8/11/21,, $69.25 , $69.02 ,68.18,0,0, $-   , $0.96 , $69.25 , $0.96 , $9.35 
8/12/21,, $69.09 , $68.90 ,68.11,0,0, $-   , $(0.16), $69.09 , $(0.16), $9.19 
8/13/21,, $68.44 , $68.21 ,67.41,1,1, $0.02 , $(0.65), $68.44 , $(0.65), $8.52 
8/16/21,, $67.29 , $67.05 ,66.29,0,2, $-   , $(1.15), $67.29 , $(1.16), $7.36 
8/17/21,, $66.59 , $66.34 ,65.6,0,3, $-   , $(0.70), $66.59 , $(0.71), $6.65 
8/18/21,, $65.46 , $65.21 ,64.51,0,4, $-   , $(1.13), $65.46 , $(1.13), $5.52 
8/19/21,, $63.69 , $63.50 ,62.78,0,5, $-   , $(1.77), $63.69 , $(1.71), $3.81 
8/20/21,, $62.32 , $62.14 ,61.49,2,0, $-   , $(1.37), $62.32 , $(1.36), $2.45 
8/23/21,, $65.64 , $65.34 ,64.57,0,0, $-   , $3.32 , $65.64 , $3.50 , $5.95 
8/24/21,, $67.54 , $67.25 ,66.44,0,0, $-   , $1.90 , $67.54 , $1.90 , $7.85 
8/25/21,, $68.36 , $68.06 ,67.23,0,0, $-   , $0.82 , $68.36 , $0.82 , $8.67 
8/26/21,, $67.42 , $67.10 ,66.28,0,0, $-   , $(0.94), $67.42 , $(0.94), $7.73 
8/27/21,, $68.74 , $68.48 ,67.7,0,0, $-   , $1.32 , $68.74 , $1.32 , $9.05 
8/30/21,, $69.21 , $68.93 ,68.16,0,0, $-   , $0.47 , $69.21 , $0.47 , $9.52 
8/31/21,, $68.50 , $68.26 ,67.6,0,0, $-   , $(0.71), $68.50 , $(0.71), $8.81 
9/1/21,, $68.59 , $68.32 ,67.67,0,0, $-   , $0.09 , $68.59 , $0.09 , $8.90 
9/2/21,, $69.99 , $69.73 ,69.05,0,0, $-   , $1.40 , $69.99 , $1.40 , $10.30 
9/3/21,, $69.29 , $69.07 ,68.46,0,0, $-   , $(0.70), $69.29 , $(0.70), $9.60 
9/7/21,, $68.35 , $68.13 ,67.53,0,0, $-   , $(0.94), $68.35 , $(0.94), $8.66 
9/8/21,, $69.30 , $69.05 ,68.31,0,0, $-   , $0.95 , $69.30 , $0.95 , $9.61 
9/9/21,, $68.14 , $67.92 ,67.24,0,0, $-   , $(1.16), $68.14 , $(1.16), $8.45 
9/10/21,, $69.72 , $69.47 ,68.72,0,0, $-   , $1.58 , $69.72 , $1.58 , $10.03 
9/13/21,, $70.45 , $70.19 ,69.37,0,0, $-   , $0.73 , $70.45 , $0.73 , $10.76 
9/14/21,, $70.46 , $70.23 ,69.38,1,1, $0.02 , $0.01 , $70.46 , $0.01 , $10.75 
9/15/21,, $72.61 , $72.33 ,71.26,0,2, $-   , $2.15 , $72.61 , $2.10 , $12.85 
9/16/21,, $72.61 , $72.37 ,71.33,0,3, $-   , $-   , $72.61 , $0.04 , $12.89 
9/17/21,, $71.97 , $71.82 ,70.81,0,4, $-   , $(0.64), $71.97 , $(0.55), $12.34 
9/20/21,, $70.29 , $70.14 ,69.21,0,5, $-   , $(1.68), $70.29 , $(1.68), $10.66 
9/21/21,, $70.56 , $70.49 ,69.67,2,0, $-   , $0.27 , $70.56 , $0.35 , $11.01 
9/22/21,, $72.23 , $71.89 ,70.83,0,0, $-   , $1.67 , $72.23 , $1.74 , $12.75 
9/23/21,, $73.30 , $72.95 ,71.83,0,0, $-   , $1.07 , $73.30 , $1.07 , $13.82 
9/24/21,, $73.98 , $73.61 ,72.47,0,0, $-   , $0.68 , $73.98 , $0.68 , $14.50 
9/27/21,, $75.45 , $75.08 ,73.92,0,0, $-   , $1.47 , $75.45 , $1.47 , $15.97 
9/28/21,, $75.29 , $74.90 ,73.7,0,0, $-   , $(0.16), $75.29 , $(0.16), $15.81 
9/29/21,, $74.83 , $74.50 ,73.41,0,0, $-   , $(0.46), $74.83 , $(0.46), $15.35 
9/30/21,, $75.03 , $74.70 ,73.59,0,0, $-   , $0.20 , $75.03 , $0.20 , $15.55 
10/1/21,, $75.88 , $75.58 ,74.55,0,0, $-   , $0.85 , $75.88 , $0.85 , $16.40 
10/4/21,, $77.62 , $77.33 ,76.3,0,0, $-   , $1.74 , $77.62 , $1.74 , $18.14 
10/5/21,, $78.93 , $78.57 ,77.51,0,0, $-   , $1.31 , $78.93 , $1.31 , $19.45 
10/6/21,, $77.43 , $77.06 ,76.04,0,0, $-   , $(1.50), $77.43 , $(1.50), $17.95 
10/7/21,, $78.30 , $77.96 ,76.87,0,0, $-   , $0.87 , $78.30 , $0.87 , $18.82 
10/8/21,, $79.35 , $78.76 ,77.31,0,0, $-   , $1.05 , $79.35 , $1.05 , $19.87 
10/11/21,, $80.52 , $79.92 ,78.56,0,0, $-   , $1.17 , $80.52 , $1.17 , $21.04 
10/12/21,, $80.64 , $79.92 ,78.47,0,0, $-   , $0.12 , $80.64 , $0.12 , $21.16 
10/13/21,, $80.44 , $79.82 ,78.38,1,1, $0.02 , $(0.20), $80.44 , $(0.20), $20.94 
10/14/21,, $81.31 , $80.77 ,79.27,0,2, $-   , $0.87 , $81.31 , $0.95 , $21.89 
10/15/21,, $82.28 , $81.73 ,79.97,0,3, $-   , $0.97 , $82.28 , $0.96 , $22.85 
10/18/21,, $82.44 , $81.69 ,79.76,0,4, $-   , $0.16 , $82.44 , $(0.04), $22.81 
10/19/21,, $82.96 , $82.44 ,80.45,0,5, $-   , $0.52 , $82.96 , $0.75 , $23.56 
10/20/21,, $83.87 , $83.42 ,81.29,2,0, $-   , $0.91 , $83.87 , $0.98 , $24.54 
10/21/21,, $82.50 , $81.36 ,79.02,0,0, $-   , $(1.37), $82.50 , $(0.92), $23.62 
10/22/21,, $83.76 , $82.50 ,79.62,0,0, $-   , $1.26 , $83.76 , $1.26 , $24.88 
10/25/21,, $83.76 , $82.61 ,79.95,0,0, $-   , $-   , $83.76 , $-   , $24.88 
10/26/21,, $84.65 , $83.36 ,80.56,0,0, $-   , $0.89 , $84.65 , $0.89 , $25.77 
10/27/21,, $82.66 , $81.48 ,78.84,0,0, $-   , $(1.99), $82.66 , $(1.99), $23.78 
10/28/21,, $82.81 , $81.46 ,78.62,0,0, $-   , $0.15 , $82.81 , $0.15 , $23.93 
10/29/21,, $83.57 , $81.78 ,78.46,0,0, $-   , $0.76 , $83.57 , $0.76 , $24.69 
11/1/21,, $84.05 , $82.45 ,79.13,0,0, $-   , $0.48 , $84.05 , $0.48 , $25.17 
11/2/21,, $83.91 , $82.44 ,79.35,0,0, $-   , $(0.14), $83.91 , $(0.14), $25.03 
11/3/21,, $80.86 , $79.57 ,76.79,0,0, $-   , $(3.05), $80.86 , $(3.05), $21.98 
11/4/21,, $78.81 , $77.70 ,75.47,0,0, $-   , $(2.05), $78.81 , $(2.05), $19.93 
11/5/21,, $81.27 , $80.13 ,77.86,0,0, $-   , $2.46 , $81.27 , $2.46 , $22.39 
11/8/21,, $81.93 , $80.74 ,78.4,0,0, $-   , $0.66 , $81.93 , $0.66 , $23.05 
11/9/21,, $84.15 , $82.56 ,79.66,0,0, $-   , $2.22 , $84.15 , $2.22 , $25.27 
11/10/21,, $81.34 , $80.06 ,77.5,0,0, $-   , $(2.81), $81.34 , $(2.81), $22.46 
11/11/21,, $81.59 , $80.42 ,77.78,0,0, $-   , $0.25 , $81.59 , $0.25 , $22.71 
11/12/21,, $80.79 , $79.69 ,77.17,1,1, $0.02 , $(0.80), $80.79 , $(0.80), $21.89 
11/15/21,, $80.88 , $79.75 ,77.22,0,2, $-   , $0.09 , $80.88 , $0.06 , $21.95 
11/16/21,, $80.76 , $79.74 ,77.35,0,3, $-   , $(0.12), $80.76 , $(0.01), $21.94 
11/17/21,, $78.36 , $77.55 ,75.53,0,4, $-   , $(2.40), $78.36 , $(2.19), $19.75 
11/18/21,, $79.01 , $78.41 ,76.62,0,5, $-   , $0.65 , $79.01 , $0.86 , $20.61 
11/19/21,, $76.10 , $75.94 ,74.42,2,0, $-   , $(2.91), $76.10 , $(2.47), $18.14 
11/22/21,, $76.75 , $76.12 ,74.7,0,0, $-   , $0.65 , $76.75 , $0.81 , $18.95 
11/23/21,, $78.50 , $77.94 ,76.64,0,0, $-   , $1.75 , $78.50 , $1.75 , $20.70 
11/24/21,, $78.39 , $77.81 ,76.51,0,0, $-   , $(0.11), $78.39 , $(0.11), $20.59 
11/29/21,, $69.95 , $69.62 ,68.92,0,0, $-   , $(8.44), $69.95 , $(8.44), $12.15 
11/30/21,, $66.18 , $65.85 ,65.15,0,0, $-   , $(3.77), $66.18 , $(3.77), $8.38 
12/1/21,, $65.57 , $65.37 ,64.83,0,0, $-   , $(0.61), $65.57 , $(0.61), $7.77 
12/2/21,, $66.50 , $66.27 ,65.77,0,0, $-   , $0.93 , $66.50 , $0.93 , $8.70 
12/3/21,, $66.26 , $66.10 ,65.71,0,0, $-   , $(0.24), $66.26 , $(0.24), $8.46 
12/6/21,, $69.49 , $69.30 ,68.8,0,0, $-   , $3.23 , $69.49 , $3.23 , $11.69 
12/7/21,, $72.05 , $71.84 ,71.26,0,0, $-   , $2.56 , $72.05 , $2.56 , $14.25 
12/8/21,, $72.36 , $72.18 ,71.64,0,0, $-   , $0.31 , $72.36 , $0.31 , $14.56 
12/9/21,, $70.94 , $70.79 ,70.29,0,0, $-   , $(1.42), $70.94 , $(1.42), $13.14 
12/10/21,, $71.67 , $71.48 ,70.95,0,0, $-   , $0.73 , $71.67 , $0.73 , $13.87 
12/13/21,, $71.29 , $71.06 ,70.53,1,1, $0.02 , $(0.38), $71.29 , $(0.38), $13.47 
12/14/21,, $70.73 , $70.52 ,69.98,0,2, $-   , $(0.56), $70.73 , $(0.54), $12.93 
12/15/21,, $70.87 , $70.66 ,70.05,0,3, $-   , $0.14 , $70.87 , $0.14 , $13.07 
12/16/21,, $72.38 , $72.15 ,71.35,0,4, $-   , $1.51 , $72.38 , $1.49 , $14.56 
12/17/21,, $70.86 , $70.72 ,69.95,0,5, $-   , $(1.52), $70.86 , $(1.43), $13.13 
12/20/21,, $68.23 , $68.61 ,68.03,2,0, $-   , $(2.63), $68.23 , $(2.11), $11.02 
12/21/21,, $71.12 , $70.82 ,70.05,0,0, $-   , $2.89 , $71.12 , $2.51 , $13.53 
12/22/21,, $72.76 , $72.33 ,71.32,0,0, $-   , $1.64 , $72.76 , $1.64 , $15.17 
12/23/21,, $73.79 , $73.42 ,72.4,0,0, $-   , $1.03 , $73.79 , $1.03 , $16.20 
12/27/21,, $75.57 , $75.18 ,74.12,0,0, $-   , $1.78 , $75.57 , $1.78 , $17.98 
12/28/21,, $75.98 , $75.60 ,74.59,0,0, $-   , $0.41 , $75.98 , $0.41 , $18.39 
12/29/21,, $76.56 , $76.18 ,75.18,0,0, $-   , $0.58 , $76.56 , $0.58 , $18.97 
12/30/21,, $76.99 , $76.61 ,75.58,0,0, $-   , $0.43 , $76.99 , $0.43 , $19.40 
12/31/21,, $75.21 , $74.88 ,73.94,0,0, $-   , $(1.78), $75.21 , $(1.78), $17.62 
1/3/22,, $76.08 , $75.85 ,75.04,0,0, $-   , $0.87 , $76.08 , $0.87 , $18.49 
1/4/22,, $76.99 , $76.74 ,75.95,0,0, $-   , $0.91 , $76.99 , $0.91 , $19.40 
1/5/22,, $77.85 , $77.47 ,76.48,0,0, $-   , $0.86 , $77.85 , $0.86 , $20.26 
1/6/22,, $79.46 , $78.88 ,77.6,0,0, $-   , $1.61 , $79.46 , $1.61 , $21.87 
1/7/22,, $78.90 , $78.44 ,77.19,0,0, $-   , $(0.56), $78.90 , $(0.56), $21.31 
1/10/22,, $78.23 , $77.70 ,76.48,0,0, $-   , $(0.67), $78.23 , $(0.67), $20.64 
1/11/22,, $81.22 , $80.67 ,79.28,0,0, $-   , $2.99 , $81.22 , $2.99 , $23.63 
1/12/22,, $82.64 , $82.02 ,80.34,1,1, $0.02 , $1.42 , $82.64 , $1.42 , $25.03 
1/13/22,, $82.12 , $81.62 ,80.09,0,2, $-   , $(0.52), $82.12 , $(0.40), $24.63 
1/14/22,, $83.82 , $83.30 ,81.56,0,3, $-   , $1.70 , $83.82 , $1.68 , $26.31 
1/18/22,, $85.43 , $84.83 ,82.92,0,4, $-   , $1.61 , $85.43 , $1.53 , $27.84 
1/19/22,, $86.96 , $85.80 ,83.8,0,5, $-   , $1.53 , $86.96 , $0.97 , $28.81 
1/20/22,, $86.90 , $85.55 ,83.77,2,0, $-   , $(0.06), $86.90 , $(0.25), $28.56 
1/21/22,, $85.14 , $84.14 ,82.28,0,0, $-   , $(1.76), $85.14 , $(0.41), $28.15 
1/24/22,, $83.31 , $82.41 ,80.68,0,0, $-   , $(1.83), $83.31 , $(1.83), $26.32 
1/25/22,, $85.60 , $84.37 ,82.27,0,0, $-   , $2.29 , $85.60 , $2.29 , $28.61 
1/26/22,, $87.35 , $85.96 ,83.67,0,0, $-   , $1.75 , $87.35 , $1.75 , $30.36 
1/27/22,, $86.61 , $85.29 ,83.03,0,0, $-   , $(0.74), $86.61 , $(0.74), $29.62 
1/28/22,, $86.82 , $85.43 ,83.06,0,0, $-   , $0.21 , $86.82 , $0.21 , $29.83 
1/31/22,, $88.15 , $86.49 ,83.85,0,0, $-   , $1.33 , $88.15 , $1.33 , $31.16 
2/1/22,, $88.20 , $86.46 ,83.72,0,0, $-   , $0.05 , $88.20 , $0.05 , $31.21 
2/2/22,, $88.26 , $86.69 ,84.07,0,0, $-   , $0.06 , $88.26 , $0.06 , $31.27 
2/3/22,, $90.27 , $88.45 ,85.67,0,0, $-   , $2.01 , $90.27 , $2.01 , $33.28 
2/4/22,, $92.31 , $90.33 ,87.36,0,0, $-   , $2.04 , $92.31 , $2.04 , $35.32 
2/7/22,, $91.32 , $89.77 ,87.02,0,0, $-   , $(0.99), $91.32 , $(0.99), $34.33 
2/8/22,, $89.36 , $87.90 ,85.29,0,0, $-   , $(1.96), $89.36 , $(1.96), $32.37 
2/9/22,, $89.66 , $88.53 ,86.15,0,0, $-   , $0.30 , $89.66 , $0.30 , $32.67 
2/10/22,, $89.88 , $88.56 ,86.01,0,0, $-   , $0.22 , $89.88 , $0.22 , $32.89 
2/11/22,, $93.10 , $91.42 ,88.09,0,0, $-   , $3.22 , $93.10 , $3.22 , $36.11 
2/14/22,, $95.46 , $93.50 ,89.6,1,1, $0.02 , $2.36 , $95.46 , $2.36 , $38.45 
2/15/22,, $92.07 , $90.21 ,86.39,0,2, $-   , $(3.39), $92.07 , $(3.29), $35.16 
