Date,WTI Expiration Calendar,WTI F_1,WTI F_2,WTI_F4,"Event (1= roll, 2=expiration, 0=regular day)",Dates in between roll and expiry,Transaction Costs,dF(t)=F(t)-F(t-1),Spot Equity Line, Rolling Futures ,Futures Equity Line
3/5/10,7/22/13, $81.50 , $81.92 ,82.82,0,0, $-   , $1.29 , $81.50 , $1.29 , $80.71 
3/8/10,8/20/13, $81.87 , $82.31 ,83.25,0,0, $-   , $0.37 , $81.87 , $0.37 , $81.08 
3/9/10,9/20/13, $81.49 , $81.86 ,82.75,0,0, $-   , $(0.38), $81.49 , $(0.38), $80.70 
3/10/10,10/22/13, $82.09 , $82.43 ,83.19,0,0, $-   , $0.60 , $82.09 , $0.60 , $81.30 
3/11/10,11/20/13, $82.11 , $82.43 ,83.18,0,0, $-   , $0.02 , $82.11 , $0.02 , $81.32 
3/12/10,12/19/13, $81.24 , $81.54 ,82.25,0,0, $-   , $(0.87), $81.24 , $(0.87), $80.45 
3/15/10,1/21/14, $79.80 , $80.08 ,80.8,1,1, $0.02 , $(1.44), $79.80 , $(1.44), $78.99 
3/16/10,2/20/14, $81.70 , $81.97 ,82.65,0,2, $-   , $1.90 , $81.70 , $1.89 , $80.88 
3/17/10,3/20/14, $82.93 , $83.21 ,83.89,0,3, $-   , $1.23 , $82.93 , $1.24 , $82.12 
3/18/10,4/22/14, $82.20 , $82.54 ,83.34,0,4, $-   , $(0.73), $82.20 , $(0.67), $81.45 
3/19/10,5/20/14, $80.68 , $80.97 ,81.77,0,5, $-   , $(1.52), $80.68 , $(1.57), $79.88 
3/22/10,6/20/14, $81.25 , $81.60 ,82.38,2,0, $-   , $0.57 , $81.25 , $0.63 , $80.51 
3/23/10,7/22/14, $81.91 , $82.25 ,82.96,0,0, $-   , $0.66 , $81.91 , $0.31 , $80.82 
3/24/10,8/20/14, $80.61 , $81.01 ,81.81,0,0, $-   , $(1.30), $80.61 , $(1.30), $79.52 
3/25/10,9/22/14, $80.53 , $80.99 ,81.83,0,0, $-   , $(0.08), $80.53 , $(0.08), $79.44 
3/26/10,10/21/14, $80.00 , $80.47 ,81.33,0,0, $-   , $(0.53), $80.00 , $(0.53), $78.91 
3/29/10,11/20/14, $82.17 , $82.59 ,83.32,0,0, $-   , $2.17 , $82.17 , $2.17 , $81.08 
3/30/10,12/19/14, $82.37 , $82.77 ,83.46,0,0, $-   , $0.20 , $82.37 , $0.20 , $81.28 
3/31/10,1/20/15, $83.76 , $84.18 ,84.84,0,0, $-   , $1.39 , $83.76 , $1.39 , $82.67 
4/1/10,2/20/15, $84.87 , $85.34 ,86.11,0,0, $-   , $1.11 , $84.87 , $1.11 , $83.78 
4/5/10,3/20/15, $86.62 , $87.13 ,87.98,0,0, $-   , $1.75 , $86.62 , $1.75 , $85.53 
4/6/10,4/21/15, $86.84 , $87.15 ,88.02,0,0, $-   , $0.22 , $86.84 , $0.22 , $85.75 
4/7/10,5/19/15, $85.88 , $86.51 ,87.69,0,0, $-   , $(0.96), $85.88 , $(0.96), $84.79 
4/8/10,6/22/15, $85.39 , $86.03 ,87.34,0,0, $-   , $(0.49), $85.39 , $(0.49), $84.30 
4/9/10,7/21/15, $84.92 , $85.63 ,87.25,0,0, $-   , $(0.47), $84.92 , $(0.47), $83.83 
4/12/10,8/20/15, $84.34 , $85.28 ,87.27,0,0, $-   , $(0.58), $84.34 , $(0.58), $83.25 
4/13/10,9/22/15, $84.05 , $85.11 ,86.87,1,1, $0.02 , $(0.29), $84.05 , $(0.29), $82.94 
4/14/10,10/20/15, $85.84 , $86.73 ,88.33,0,2, $-   , $1.79 , $85.84 , $1.62 , $84.56 
4/15/10,11/20/15, $85.51 , $86.75 ,88.9,0,3, $-   , $(0.33), $85.51 , $0.02 , $84.58 
4/16/10,12/21/15, $83.24 , $84.67 ,87.15,0,4, $-   , $(2.27), $83.24 , $(2.08), $82.50 
4/19/10,1/20/16, $81.45 , $83.13 ,85.54,0,5, $-   , $(1.79), $81.45 , $(1.54), $80.96 
4/20/10,2/22/16, $83.45 , $83.85 ,86.14,2,0, $-   , $2.00 , $83.45 , $0.72 , $81.68 
4/21/10,3/21/16, $83.68 , $85.63 ,87.51,0,0, $-   , $0.23 , $83.68 , $(0.17), $81.51 
4/22/10,4/20/16, $83.70 , $85.64 ,87.63,0,0, $-   , $0.02 , $83.70 , $0.02 , $81.53 
4/23/10,5/20/16, $85.12 , $87.04 ,89.07,0,0, $-   , $1.42 , $85.12 , $1.42 , $82.95 
4/26/10,6/21/16, $84.20 , $86.47 ,88.82,0,0, $-   , $(0.92), $84.20 , $(0.92), $82.03 
4/27/10,7/20/16, $82.44 , $85.00 ,87.76,0,0, $-   , $(1.76), $82.44 , $(1.76), $80.27 
4/28/10,8/22/16, $83.22 , $85.67 ,88.19,0,0, $-   , $0.78 , $83.22 , $0.78 , $81.05 
4/29/10,9/20/16, $85.17 , $87.25 ,89.25,0,0, $-   , $1.95 , $85.17 , $1.95 , $83.00 
4/30/10,10/20/16, $86.15 , $88.36 ,90.41,0,0, $-   , $0.98 , $86.15 , $0.98 , $83.98 
5/3/10,11/21/16, $86.19 , $89.15 ,91.67,0,0, $-   , $0.04 , $86.19 , $0.04 , $84.02 
5/4/10,12/20/16, $82.74 , $85.76 ,88.15,0,0, $-   , $(3.45), $82.74 , $(3.45), $80.57 
5/5/10,1/20/17, $79.97 , $82.99 ,85.47,0,0, $-   , $(2.77), $79.97 , $(2.77), $77.80 
5/6/10,2/21/17, $77.11 , $80.18 ,82.7,0,0, $-   , $(2.86), $77.11 , $(2.86), $74.94 
5/7/10,3/21/17, $75.11 , $78.51 ,81.22,0,0, $-   , $(2.00), $75.11 , $(2.00), $72.94 
5/10/10,4/20/17, $76.80 , $80.52 ,83.17,0,0, $-   , $1.69 , $76.80 , $1.69 , $74.63 
5/11/10,5/22/17, $76.37 , $80.22 ,83.27,0,0, $-   , $(0.43), $76.37 , $(0.43), $74.20 
5/12/10,6/20/17, $75.65 , $80.15 ,83.74,0,0, $-   , $(0.72), $75.65 , $(0.72), $73.48 
5/13/10,7/20/17, $74.40 , $78.99 ,82.7,1,1, $0.02 , $(1.25), $74.40 , $(1.25), $72.21 
5/14/10,8/22/17, $71.61 , $75.43 ,78.98,0,2, $-   , $(2.79), $71.61 , $(3.56), $68.65 
5/17/10,9/20/17, $70.08 , $73.22 ,76.17,0,3, $-   , $(1.53), $70.08 , $(2.21), $66.44 
5/18/10,10/20/17, $69.41 , $72.70 ,75.48,0,4, $-   , $(0.67), $69.41 , $(0.52), $65.92 
5/19/10,11/20/17, $69.87 , $72.48 ,74.7,0,5, $-   , $0.46 , $69.87 , $(0.22), $65.70 
5/20/10,12/19/17, $68.01 , $70.80 ,72.79,2,0, $-   , $(1.86), $68.01 , $(1.68), $64.02 
5/21/10,1/22/18, $70.04 , $71.67 ,73.55,0,0, $-   , $2.03 , $70.04 , $(0.76), $63.26 
5/24/10,2/20/18, $70.21 , $71.62 ,73.33,0,0, $-   , $0.17 , $70.21 , $0.17 , $63.43 
5/25/10,3/20/18, $68.75 , $70.10 ,71.76,0,0, $-   , $(1.46), $68.75 , $(1.46), $61.97 
5/26/10,4/20/18, $71.51 , $72.54 ,74.02,0,0, $-   , $2.76 , $71.51 , $2.76 , $64.73 
5/27/10,5/22/18, $74.55 , $75.62 ,77.18,0,0, $-   , $3.04 , $74.55 , $3.04 , $67.77 
5/28/10,6/20/18, $73.97 , $75.16 ,76.88,0,0, $-   , $(0.58), $73.97 , $(0.58), $67.19 
6/1/10,7/20/18, $72.58 , $73.90 ,75.71,0,0, $-   , $(1.39), $72.58 , $(1.39), $65.80 
6/2/10,8/21/18, $72.86 , $74.50 ,76.67,0,0, $-   , $0.28 , $72.86 , $0.28 , $66.08 
6/3/10,9/20/18, $74.61 , $76.05 ,77.99,0,0, $-   , $1.75 , $74.61 , $1.75 , $67.83 
6/4/10,10/22/18, $71.51 , $72.80 ,74.64,0,0, $-   , $(3.10), $71.51 , $(3.10), $64.73 
6/7/10,11/19/18, $71.44 , $72.77 ,74.78,0,0, $-   , $(0.07), $71.44 , $(0.07), $64.66 
6/8/10,12/19/18, $71.99 , $73.06 ,74.78,0,0, $-   , $0.55 , $71.99 , $0.55 , $65.21 
6/9/10,1/22/19, $74.38 , $75.44 ,77.03,0,0, $-   , $2.39 , $74.38 , $2.39 , $67.60 
6/10/10,2/20/19, $75.48 , $76.68 ,78.32,0,0, $-   , $1.10 , $75.48 , $1.10 , $68.70 
6/11/10,3/20/19, $73.78 , $75.34 ,77.36,0,0, $-   , $(1.70), $73.78 , $(1.70), $67.00 
6/14/10,4/22/19, $75.12 , $76.28 ,77.93,0,0, $-   , $1.34 , $75.12 , $1.34 , $68.34 
6/15/10,5/21/19, $76.94 , $77.91 ,79.42,1,1, $0.02 , $1.82 , $76.94 , $1.82 , $70.14 
6/16/10,6/20/19, $77.67 , $78.72 ,80.3,0,2, $-   , $0.73 , $77.67 , $0.81 , $70.95 
6/17/10,7/22/19, $76.79 , $78.04 ,79.99,0,3, $-   , $(0.88), $76.79 , $(0.68), $70.27 
6/18/10,8/20/19, $77.18 , $78.26 ,79.92,0,4, $-   , $0.39 , $77.18 , $0.22 , $70.49 
6/21/10,9/20/19, $77.82 , $78.61 ,80.21,0,5, $-   , $0.64 , $77.82 , $0.35 , $70.84 
6/22/10,10/22/19, $77.21 , $77.85 ,79.36,2,0, $-   , $(0.61), $77.21 , $(0.76), $70.08 
6/23/10,11/20/19, $76.35 , $77.03 ,78.28,0,0, $-   , $(0.86), $76.35 , $(1.50), $68.58 
6/24/10,12/19/19, $76.51 , $77.15 ,78.19,0,0, $-   , $0.16 , $76.51 , $0.16 , $68.74 
6/25/10,1/21/20, $78.86 , $79.43 ,80.38,0,0, $-   , $2.35 , $78.86 , $2.35 , $71.09 
6/28/10,2/20/20, $78.25 , $78.90 ,80.04,0,0, $-   , $(0.61), $78.25 , $(0.61), $70.48 
6/29/10,3/20/20, $75.94 , $76.57 ,77.61,0,0, $-   , $(2.31), $75.94 , $(2.31), $68.17 
6/30/10,4/21/20, $75.63 , $76.16 ,77.05,0,0, $-   , $(0.31), $75.63 , $(0.31), $67.86 
7/1/10,5/19/20, $72.95 , $73.46 ,74.45,0,0, $-   , $(2.68), $72.95 , $(2.68), $65.18 
7/2/10,6/22/20, $72.14 , $72.60 ,73.59,0,0, $-   , $(0.81), $72.14 , $(0.81), $64.37 
7/6/10,7/21/20, $71.98 , $72.51 ,73.67,0,0, $-   , $(0.16), $71.98 , $(0.16), $64.21 
7/7/10,8/20/20, $74.07 , $74.64 ,75.8,0,0, $-   , $2.09 , $74.07 , $2.09 , $66.30 
7/8/10,9/22/20, $75.44 , $76.03 ,77.2,0,0, $-   , $1.37 , $75.44 , $1.37 , $67.67 
7/9/10,10/20/20, $76.09 , $76.63 ,77.62,0,0, $-   , $0.65 , $76.09 , $0.65 , $68.32 
7/12/10,11/20/20, $74.95 , $75.44 ,76.42,0,0, $-   , $(1.14), $74.95 , $(1.14), $67.18 
7/13/10,12/21/20, $77.15 , $77.59 ,78.53,1,1, $0.02 , $2.20 , $77.15 , $2.20 , $69.36 
7/14/10,1/20/21, $77.04 , $77.45 ,78.29,0,2, $-   , $(0.11), $77.04 , $(0.14), $69.22 
7/15/10,2/22/21, $76.62 , $77.01 ,77.91,0,3, $-   , $(0.42), $76.62 , $(0.44), $68.78 
7/16/10,3/22/21, $76.01 , $76.38 ,77.36,0,4, $-   , $(0.61), $76.01 , $(0.63), $68.15 
7/19/10,4/20/21, $76.54 , $76.90 ,77.82,0,5, $-   , $0.53 , $76.54 , $0.52 , $68.67 
7/20/10,5/20/21, $77.44 , $77.58 ,78.39,2,0, $-   , $0.90 , $77.44 , $0.68 , $69.35 
7/21/10,6/22/21, $76.56 , $77.00 ,78.09,0,0, $-   , $(0.88), $76.56 , $(1.02), $68.33 
7/22/10,7/20/21, $79.30 , $79.64 ,80.57,0,0, $-   , $2.74 , $79.30 , $2.74 , $71.07 
7/23/10,8/20/21, $78.98 , $79.34 ,80.31,0,0, $-   , $(0.32), $78.98 , $(0.32), $70.75 
7/26/10,9/21/21, $78.98 , $79.37 ,80.35,0,0, $-   , $-   , $78.98 , $-   , $70.75 
7/27/10,10/20/21, $77.50 , $77.90 ,78.91,0,0, $-   , $(1.48), $77.50 , $(1.48), $69.27 
7/28/10,11/19/21, $76.99 , $77.44 ,78.59,0,0, $-   , $(0.51), $76.99 , $(0.51), $68.76 
7/29/10,12/20/21, $78.36 , $78.83 ,79.99,0,0, $-   , $1.37 , $78.36 , $1.37 , $70.13 
7/30/10,1/20/22, $78.95 , $79.39 ,80.51,0,0, $-   , $0.59 , $78.95 , $0.59 , $70.72 
8/2/10,2/22/22, $81.34 , $81.76 ,82.82,0,0, $-   , $2.39 , $81.34 , $2.39 , $73.11 
8/3/10,3/22/22, $82.55 , $82.99 ,84.05,0,0, $-   , $1.21 , $82.55 , $1.21 , $74.32 
8/4/10,4/20/22, $82.47 , $82.91 ,83.98,0,0, $-   , $(0.08), $82.47 , $(0.08), $74.24 
8/5/10,5/20/22, $82.01 , $82.45 ,83.53,0,0, $-   , $(0.46), $82.01 , $(0.46), $73.78 
8/6/10,6/21/22, $80.70 , $81.18 ,82.35,0,0, $-   , $(1.31), $80.70 , $(1.31), $72.47 
8/9/10,7/20/22, $81.48 , $81.95 ,83.17,0,0, $-   , $0.78 , $81.48 , $0.78 , $73.25 
8/10/10,8/22/22, $80.25 , $80.71 ,81.96,0,0, $-   , $(1.23), $80.25 , $(1.23), $72.02 
8/11/10,9/20/22, $78.02 , $78.49 ,79.78,0,0, $-   , $(2.23), $78.02 , $(2.23), $69.79 
8/12/10,10/20/22, $75.74 , $76.15 ,77.31,0,0, $-   , $(2.28), $75.74 , $(2.28), $67.51 
8/13/10,11/21/22, $75.39 , $75.77 ,76.94,1,1, $0.02 , $(0.35), $75.39 , $(0.35), $67.14 
8/16/10,12/20/22, $75.24 , $75.60 ,76.88,0,2, $-   , $(0.15), $75.24 , $(0.17), $66.97 
8/17/10,1/20/23, $75.77 , $76.16 ,77.75,0,3, $-   , $0.53 , $75.77 , $0.56 , $67.53 
8/18/10,2/21/23, $75.42 , $75.78 ,77.3,0,4, $-   , $(0.35), $75.42 , $(0.38), $67.15 
8/19/10,3/21/23, $74.43 , $74.77 ,76.15,0,5, $-   , $(0.99), $74.43 , $(1.01), $66.14 
8/20/10,4/20/23, $73.46 , $73.82 ,75.22,2,0, $-   , $(0.97), $73.46 , $(0.95), $65.19 
8/23/10,5/22/23, $73.10 , $73.73 ,75.19,0,0, $-   , $(0.36), $73.10 , $(0.72), $64.47 
8/24/10,6/20/23, $71.63 , $72.36 ,73.97,0,0, $-   , $(1.47), $71.63 , $(1.47), $63.00 
8/25/10,7/20/23, $72.52 , $73.24 ,74.87,0,0, $-   , $0.89 , $72.52 , $0.89 , $63.89 
8/26/10,8/22/23, $73.36 , $74.22 ,76.04,0,0, $-   , $0.84 , $73.36 , $0.84 , $64.73 
8/27/10,9/20/23, $75.17 , $76.21 ,78.15,0,0, $-   , $1.81 , $75.17 , $1.81 , $66.54 
8/30/10,10/20/23, $74.70 , $75.91 ,78.13,0,0, $-   , $(0.47), $74.70 , $(0.47), $66.07 
8/31/10,11/20/23, $71.92 , $73.54 ,76.19,0,0, $-   , $(2.78), $71.92 , $(2.78), $63.29 
9/1/10,12/19/23, $73.91 , $75.36 ,77.9,0,0, $-   , $1.99 , $73.91 , $1.99 , $65.28 
9/2/10,, $75.02 , $76.24 ,78.43,0,0, $-   , $1.11 , $75.02 , $1.11 , $66.39 
9/3/10,, $74.60 , $75.97 ,78.25,0,0, $-   , $(0.42), $74.60 , $(0.42), $65.97 
9/7/10,, $74.09 , $75.85 ,78.73,0,0, $-   , $(0.51), $74.09 , $(0.51), $65.46 
9/8/10,, $74.67 , $76.37 ,79.04,0,0, $-   , $0.58 , $74.67 , $0.58 , $66.04 
9/9/10,, $74.25 , $75.79 ,78.27,0,0, $-   , $(0.42), $74.25 , $(0.42), $65.62 
9/10/10,, $76.45 , $77.37 ,79,0,0, $-   , $2.20 , $76.45 , $2.20 , $67.82 
9/13/10,, $77.19 , $78.03 ,79.65,0,0, $-   , $0.74 , $77.19 , $0.74 , $68.56 
9/14/10,, $76.80 , $77.83 ,79.74,1,1, $0.02 , $(0.39), $76.80 , $(0.39), $68.15 
9/15/10,, $76.02 , $77.12 ,79.43,0,2, $-   , $(0.78), $76.02 , $(0.71), $67.44 
9/16/10,, $74.57 , $75.74 ,78.33,0,3, $-   , $(1.45), $74.57 , $(1.38), $66.06 
9/17/10,, $73.66 , $74.92 ,78.08,0,4, $-   , $(0.91), $73.66 , $(0.82), $65.24 
9/20/10,, $74.86 , $76.19 ,79.09,0,5, $-   , $1.20 , $74.86 , $1.27 , $66.51 
9/21/10,, $73.52 , $74.97 ,77.99,2,0, $-   , $(1.34), $73.52 , $(1.22), $65.29 
9/22/10,, $74.71 , $76.30 ,78.56,0,0, $-   , $1.19 , $74.71 , $(0.26), $65.03 
9/23/10,, $75.18 , $76.54 ,78.57,0,0, $-   , $0.47 , $75.18 , $0.47 , $65.50 
9/24/10,, $76.49 , $77.65 ,79.41,0,0, $-   , $1.31 , $76.49 , $1.31 , $66.81 
9/27/10,, $76.52 , $77.50 ,79.07,0,0, $-   , $0.03 , $76.52 , $0.03 , $66.84 
9/28/10,, $76.18 , $77.41 ,79.17,0,0, $-   , $(0.34), $76.18 , $(0.34), $66.50 
9/29/10,, $77.86 , $79.09 ,80.97,0,0, $-   , $1.68 , $77.86 , $1.68 , $68.18 
9/30/10,, $79.97 , $80.95 ,82.58,0,0, $-   , $2.11 , $79.97 , $2.11 , $70.29 
10/1/10,, $81.58 , $82.50 ,83.95,0,0, $-   , $1.61 , $81.58 , $1.61 , $71.90 
10/4/10,, $81.47 , $82.20 ,83.5,0,0, $-   , $(0.11), $81.47 , $(0.11), $71.79 
10/5/10,, $82.82 , $83.64 ,85.01,0,0, $-   , $1.35 , $82.82 , $1.35 , $73.14 
10/6/10,, $83.23 , $83.99 ,85.38,0,0, $-   , $0.41 , $83.23 , $0.41 , $73.55 
10/7/10,, $81.67 , $82.38 ,83.77,0,0, $-   , $(1.56), $81.67 , $(1.56), $71.99 
10/8/10,, $82.66 , $83.35 ,84.58,0,0, $-   , $0.99 , $82.66 , $0.99 , $72.98 
10/11/10,, $81.33 , $83.01 ,84.5,0,0, $-   , $(1.33), $81.33 , $(1.33), $71.65 
10/12/10,, $81.67 , $82.45 ,83.98,0,0, $-   , $0.34 , $81.67 , $0.34 , $71.99 
10/13/10,, $83.36 , $83.74 ,85.09,1,1, $0.02 , $1.69 , $83.36 , $1.69 , $73.66 
10/14/10,, $82.69 , $83.36 ,84.59,0,2, $-   , $(0.67), $82.69 , $(0.38), $73.28 
10/15/10,, $81.25 , $81.93 ,83.17,0,3, $-   , $(1.44), $81.25 , $(1.43), $71.85 
10/18/10,, $83.08 , $83.80 ,85.07,0,4, $-   , $1.83 , $83.08 , $1.87 , $73.72 
10/19/10,, $79.49 , $80.16 ,81.53,0,5, $-   , $(3.59), $79.49 , $(3.64), $70.08 
10/20/10,, $81.77 , $82.54 ,83.84,2,0, $-   , $2.28 , $81.77 , $2.38 , $72.46 
10/21/10,, $80.56 , $81.33 ,82.46,0,0, $-   , $(1.21), $80.56 , $(1.98), $70.48 
10/22/10,, $81.69 , $82.45 ,83.56,0,0, $-   , $1.13 , $81.69 , $1.13 , $71.61 
10/25/10,, $82.52 , $83.21 ,84.22,0,0, $-   , $0.83 , $82.52 , $0.83 , $72.44 
10/26/10,, $82.55 , $83.20 ,84.2,0,0, $-   , $0.03 , $82.55 , $0.03 , $72.47 
10/27/10,, $81.94 , $82.67 ,83.79,0,0, $-   , $(0.61), $81.94 , $(0.61), $71.86 
10/28/10,, $82.18 , $82.94 ,84.08,0,0, $-   , $0.24 , $82.18 , $0.24 , $72.10 
10/29/10,, $81.43 , $82.15 ,83.21,0,0, $-   , $(0.75), $81.43 , $(0.75), $71.35 
11/1/10,, $82.95 , $83.67 ,84.71,0,0, $-   , $1.52 , $82.95 , $1.52 , $72.87 
11/2/10,, $83.90 , $84.56 ,85.52,0,0, $-   , $0.95 , $83.90 , $0.95 , $73.82 
11/3/10,, $84.69 , $85.35 ,86.37,0,0, $-   , $0.79 , $84.69 , $0.79 , $74.61 
11/4/10,, $86.49 , $87.16 ,88.1,0,0, $-   , $1.80 , $86.49 , $1.80 , $76.41 
11/5/10,, $86.85 , $87.48 ,88.42,0,0, $-   , $0.36 , $86.85 , $0.36 , $76.77 
11/8/10,, $87.06 , $87.71 ,88.69,0,0, $-   , $0.21 , $87.06 , $0.21 , $76.98 
11/9/10,, $86.72 , $87.35 ,88.32,0,0, $-   , $(0.34), $86.72 , $(0.34), $76.64 
11/10/10,, $87.81 , $88.29 ,89.05,0,0, $-   , $1.09 , $87.81 , $1.09 , $77.73 
11/11/10,, $87.81 , $88.28 ,89.07,0,0, $-   , $-   , $87.81 , $-   , $77.73 
11/12/10,, $84.88 , $85.34 ,86.22,1,1, $0.02 , $(2.93), $84.88 , $(2.93), $74.78 
11/15/10,, $84.86 , $85.29 ,86.31,0,2, $-   , $(0.02), $84.86 , $(0.05), $74.73 
11/16/10,, $82.34 , $82.84 ,83.96,0,3, $-   , $(2.52), $82.34 , $(2.45), $72.28 
11/17/10,, $80.44 , $81.04 ,82.29,0,4, $-   , $(1.90), $80.44 , $(1.80), $70.48 
11/18/10,, $81.85 , $82.42 ,83.64,0,5, $-   , $1.41 , $81.85 , $1.38 , $71.86 
11/19/10,, $81.51 , $81.98 ,83.07,2,0, $-   , $(0.34), $81.51 , $(0.44), $71.42 
11/22/10,, $81.74 , $82.33 ,83.19,0,0, $-   , $0.23 , $81.74 , $(0.24), $71.18 
11/23/10,, $81.25 , $81.83 ,82.74,0,0, $-   , $(0.49), $81.25 , $(0.49), $70.69 
11/24/10,, $83.86 , $84.43 ,85.32,0,0, $-   , $2.61 , $83.86 , $2.61 , $73.30 
11/26/10,, $83.76 , $84.35 ,85.22,0,0, $-   , $(0.10), $83.76 , $(0.10), $73.20 
11/29/10,, $85.73 , $86.27 ,87.07,0,0, $-   , $1.97 , $85.73 , $1.97 , $75.17 
11/30/10,, $84.11 , $84.65 ,85.38,0,0, $-   , $(1.62), $84.11 , $(1.62), $73.55 
12/1/10,, $86.75 , $87.25 ,87.91,0,0, $-   , $2.64 , $86.75 , $2.64 , $76.19 
12/2/10,, $88.00 , $88.42 ,88.96,0,0, $-   , $1.25 , $88.00 , $1.25 , $77.44 
12/3/10,, $89.19 , $89.59 ,90.02,0,0, $-   , $1.19 , $89.19 , $1.19 , $78.63 
12/6/10,, $89.38 , $89.74 ,90.11,0,0, $-   , $0.19 , $89.38 , $0.19 , $78.82 
12/7/10,, $88.69 , $89.22 ,89.97,0,0, $-   , $(0.69), $88.69 , $(0.69), $78.13 
12/8/10,, $88.28 , $88.82 ,89.63,0,0, $-   , $(0.41), $88.28 , $(0.41), $77.72 
12/9/10,, $88.37 , $88.88 ,89.68,0,0, $-   , $0.09 , $88.37 , $0.09 , $77.81 
12/10/10,, $87.79 , $88.31 ,89.17,0,0, $-   , $(0.58), $87.79 , $(0.58), $77.23 
12/13/10,, $88.61 , $89.14 ,90.01,1,1, $0.02 , $0.82 , $88.61 , $0.82 , $78.03 
12/14/10,, $88.28 , $88.84 ,89.87,0,2, $-   , $(0.33), $88.28 , $(0.30), $77.73 
12/15/10,, $88.62 , $89.24 ,90.38,0,3, $-   , $0.34 , $88.62 , $0.40 , $78.13 
12/16/10,, $87.70 , $88.40 ,89.79,0,4, $-   , $(0.92), $87.70 , $(0.84), $77.29 
12/17/10,, $88.02 , $88.60 ,89.95,0,5, $-   , $0.32 , $88.02 , $0.20 , $77.49 
12/20/10,, $88.81 , $89.37 ,90.8,2,0, $-   , $0.79 , $88.81 , $0.77 , $78.26 
12/21/10,, $89.82 , $90.64 ,91.72,0,0, $-   , $1.01 , $89.82 , $0.45 , $78.71 
12/22/10,, $90.48 , $91.21 ,92.25,0,0, $-   , $0.66 , $90.48 , $0.66 , $79.37 
12/23/10,, $91.51 , $92.16 ,93.1,0,0, $-   , $1.03 , $91.51 , $1.03 , $80.40 
12/27/10,, $91.00 , $91.74 ,92.82,0,0, $-   , $(0.51), $91.00 , $(0.51), $79.89 
12/28/10,, $91.49 , $92.23 ,93.27,0,0, $-   , $0.49 , $91.49 , $0.49 , $80.38 
12/29/10,, $91.12 , $91.90 ,92.99,0,0, $-   , $(0.37), $91.12 , $(0.37), $80.01 
12/30/10,, $89.84 , $90.69 ,91.91,0,0, $-   , $(1.28), $89.84 , $(1.28), $78.73 
12/31/10,, $91.38 , $92.22 ,93.41,0,0, $-   , $1.54 , $91.38 , $1.54 , $80.27 
1/3/11,, $91.55 , $92.43 ,93.72,0,0, $-   , $0.17 , $91.55 , $0.17 , $80.44 
1/4/11,, $89.38 , $90.42 ,92.07,0,0, $-   , $(2.17), $89.38 , $(2.17), $78.27 
1/5/11,, $90.30 , $91.42 ,93.23,0,0, $-   , $0.92 , $90.30 , $0.92 , $79.19 
1/6/11,, $88.38 , $89.75 ,91.84,0,0, $-   , $(1.92), $88.38 , $(1.92), $77.27 
1/7/11,, $88.03 , $89.22 ,90.98,0,0, $-   , $(0.35), $88.03 , $(0.35), $76.92 
1/10/11,, $89.25 , $90.58 ,92.58,0,0, $-   , $1.22 , $89.25 , $1.22 , $78.14 
1/11/11,, $91.11 , $92.36 ,94.23,0,0, $-   , $1.86 , $91.11 , $1.86 , $80.00 
1/12/11,, $91.86 , $92.87 ,94.48,1,1, $0.02 , $0.75 , $91.86 , $0.75 , $80.73 
1/13/11,, $91.40 , $92.30 ,94,0,2, $-   , $(0.46), $91.40 , $(0.57), $80.16 
1/14/11,, $91.54 , $92.57 ,94.43,0,3, $-   , $0.14 , $91.54 , $0.27 , $80.43 
1/18/11,, $91.38 , $92.31 ,94.24,0,4, $-   , $(0.16), $91.38 , $(0.26), $80.17 
1/19/11,, $90.86 , $91.81 ,93.99,0,5, $-   , $(0.52), $90.86 , $(0.50), $79.67 
1/20/11,, $88.86 , $89.59 ,92.18,2,0, $-   , $(2.00), $88.86 , $(2.22), $77.45 
1/21/11,, $89.11 , $90.63 ,93.07,0,0, $-   , $0.25 , $89.11 , $(0.48), $76.97 
1/24/11,, $87.87 , $89.53 ,92.07,0,0, $-   , $(1.24), $87.87 , $(1.24), $75.73 
1/25/11,, $86.19 , $87.88 ,90.57,0,0, $-   , $(1.68), $86.19 , $(1.68), $74.05 
1/26/11,, $87.33 , $89.35 ,92.39,0,0, $-   , $1.14 , $87.33 , $1.14 , $75.19 
1/27/11,, $85.64 , $88.29 ,91.91,0,0, $-   , $(1.69), $85.64 , $(1.69), $73.50 
1/28/11,, $89.34 , $91.68 ,94.64,0,0, $-   , $3.70 , $89.34 , $3.70 , $77.20 
1/31/11,, $92.19 , $94.28 ,96.78,0,0, $-   , $2.85 , $92.19 , $2.85 , $80.05 
2/1/11,, $90.77 , $93.50 ,96.52,0,0, $-   , $(1.42), $90.77 , $(1.42), $78.63 
2/2/11,, $90.86 , $93.68 ,97.01,0,0, $-   , $0.09 , $90.86 , $0.09 , $78.72 
2/3/11,, $90.54 , $93.24 ,96.66,0,0, $-   , $(0.32), $90.54 , $(0.32), $78.40 
2/4/11,, $89.03 , $91.85 ,95.32,0,0, $-   , $(1.51), $89.03 , $(1.51), $76.89 
2/7/11,, $87.48 , $90.64 ,94.7,0,0, $-   , $(1.55), $87.48 , $(1.55), $75.34 
2/8/11,, $86.94 , $90.24 ,94.89,0,0, $-   , $(0.54), $86.94 , $(0.54), $74.80 
